"","sveitarfelag","verd","staerd"
"670","Hafnarfjarðarkaupstaður",140000,106.4
"671","Kópavogsbær",85000,65.7
"672","Kópavogsbær",105000,60.4
"673","Kópavogsbær",135000,94.8
"674","Reykjavíkurborg",80000,47
"675","Reykjavíkurborg",110154,77
"676","Hafnarfjarðarkaupstaður",138000,105
"677","Garðabær",120000,103.8
"678","Reykjavíkurborg",75000,60
"679","Reykjavíkurborg",95411,66.4
"680","Reykjavíkurborg",1e+05,64.7
"681","Hafnarfjarðarkaupstaður",108000,86.9
"682","Reykjavíkurborg",125000,66.7
"683","Kópavogsbær",115000,72.8
"684","Hafnarfjarðarkaupstaður",120000,96.4
"685","Reykjavíkurborg",120000,74.6
"686","Reykjavíkurborg",87442,50
"687","Reykjavíkurborg",115000,162
"688","Reykjavíkurborg",76500,70
"689","Hafnarfjarðarkaupstaður",92000,144.7
"690","Reykjavíkurborg",130000,74.3
"691","Reykjavíkurborg",85000,69.5
"692","Reykjavíkurborg",75000,36
"693","Garðabær",90000,74
"694","Reykjavíkurborg",82054,67.5
"695","Kópavogsbær",82000,38.6
"696","Reykjavíkurborg",120000,70.9
"697","Hafnarfjarðarkaupstaður",105000,60
"698","Hafnarfjarðarkaupstaður",130000,120.2
"699","Reykjavíkurborg",83000,44.3
"700","Reykjavíkurborg",140000,106.6
"701","Reykjavíkurborg",1e+05,41
"702","Reykjavíkurborg",80000,56.9
"703","Reykjavíkurborg",75000,44
"704","Reykjavíkurborg",94000,58.6
"705","Reykjavíkurborg",70411,38.8
"706","Kópavogsbær",70000,45
"707","Kópavogsbær",210000,187
"708","Reykjavíkurborg",80000,80.6
"709","Reykjavíkurborg",68000,35
"710","Reykjavíkurborg",110000,83.5
"711","Reykjavíkurborg",110000,57
"712","Reykjavíkurborg",132593,92
"713","Reykjavíkurborg",80000,80.6
"714","Reykjavíkurborg",95000,48
"715","Reykjavíkurborg",86637,59.9
"716","Reykjavíkurborg",86650,59.9
"717","Reykjavíkurborg",120000,72.3
"718","Mosfellsbær",90000,80
"719","Reykjavíkurborg",122427,90.6
"720","Reykjavíkurborg",120000,76.8
"721","Reykjavíkurborg",1e+05,64.7
"722","Hafnarfjarðarkaupstaður",120000,119.1
"723","Reykjavíkurborg",110000,81
"724","Reykjavíkurborg",120000,64.8
"725","Garðabær",125624,89.3
"726","Reykjavíkurborg",135000,90
"727","Reykjavíkurborg",145000,138.3
"728","Reykjavíkurborg",75000,50
"729","Reykjavíkurborg",140000,104
"730","Reykjavíkurborg",1e+05,48
"731","Reykjavíkurborg",80000,45
"732","Reykjavíkurborg",130000,66
"733","Reykjavíkurborg",115000,111
"734","Reykjavíkurborg",137000,81
"735","Reykjavíkurborg",125000,62.2
"736","Hafnarfjarðarkaupstaður",120000,119.1
"737","Reykjavíkurborg",120000,80
"738","Reykjavíkurborg",135000,101
"739","Garðabær",2e+05,180
"740","Kópavogsbær",120000,75.2
"741","Reykjavíkurborg",110000,76
"742","Reykjavíkurborg",107000,106.3
"743","Hafnarfjarðarkaupstaður",1e+05,94.5
"744","Reykjavíkurborg",80000,83
"745","Reykjavíkurborg",95000,50
"746","Hafnarfjarðarkaupstaður",135000,103.9
"747","Reykjavíkurborg",110000,60.1
"748","Mosfellsbær",136000,97
"749","Reykjavíkurborg",70000,60
"750","Reykjavíkurborg",83538,56
"751","Reykjavíkurborg",82054,67.5
"752","Reykjavíkurborg",115000,60
"753","Reykjavíkurborg",155000,111
"754","Reykjavíkurborg",95000,32.9
"755","Kópavogsbær",120000,80
"756","Reykjavíkurborg",130000,88
"757","Reykjavíkurborg",70000,54.5
"758","Reykjavíkurborg",135000,93
"759","Reykjavíkurborg",90000,64.8
"760","Kópavogsbær",97500,72.5
"761","Hafnarfjarðarkaupstaður",135000,102.6
"762","Reykjavíkurborg",1e+05,65
"763","Reykjavíkurborg",140000,99.8
"764","Reykjavíkurborg",75000,40
"765","Reykjavíkurborg",92000,60
"766","Reykjavíkurborg",125000,83
"767","Reykjavíkurborg",90000,49
"768","Reykjavíkurborg",95000,47
"769","Reykjavíkurborg",93955,109.2
"770","Kópavogsbær",146000,127.4
"771","Reykjavíkurborg",67000,34
"772","Reykjavíkurborg",110000,51.2
"773","Kópavogsbær",150000,116
"774","Kópavogsbær",1e+05,79
"775","Reykjavíkurborg",115000,97.5
"776","Kópavogsbær",80000,80
"777","Kópavogsbær",125000,74
"778","Kópavogsbær",80000,74
"779","Hafnarfjarðarkaupstaður",98000,62
"780","Kópavogsbær",68000,40.3
"781","Hafnarfjarðarkaupstaður",155000,122.8
"782","Hafnarfjarðarkaupstaður",120000,92.9
"783","Kópavogsbær",75000,38.2
"784","Reykjavíkurborg",70411,38.8
"785","Kópavogsbær",1e+05,108.3
"786","Reykjavíkurborg",82054,67.5
"787","Hafnarfjarðarkaupstaður",140000,104
"788","Kópavogsbær",75000,52
"789","Reykjavíkurborg",135000,110.2
"790","Reykjavíkurborg",130000,100
"791","Hafnarfjarðarkaupstaður",97000,47
"792","Reykjavíkurborg",86650,50.1
"793","Hafnarfjarðarkaupstaður",105000,68
"794","Reykjavíkurborg",70500,49
"795","Reykjavíkurborg",70000,40.9
"796","Reykjavíkurborg",130000,124.1
"797","Hafnarfjarðarkaupstaður",190000,170
"798","Reykjavíkurborg",85000,81
"799","Kópavogsbær",120000,83
"800","Mosfellsbær",75000,60
"801","Reykjavíkurborg",70000,56.7
"802","Reykjavíkurborg",130000,92.1
"803","Reykjavíkurborg",120000,77
"804","Kópavogsbær",105000,73
"805","Reykjavíkurborg",110000,69.2
"806","Reykjavíkurborg",95000,65
"807","Hafnarfjarðarkaupstaður",115000,101.4
"808","Reykjavíkurborg",120000,67
"809","Reykjavíkurborg",150000,125
"810","Reykjavíkurborg",120000,58.1
"811","Reykjavíkurborg",130000,110.3
"812","Reykjavíkurborg",150000,286.7
"813","Hafnarfjarðarkaupstaður",86650,64.3
"814","Kópavogsbær",90000,49
"815","Reykjavíkurborg",2e+05,122.7
"816","Garðabær",123000,143.2
"817","Hafnarfjarðarkaupstaður",115000,116
"818","Reykjavíkurborg",1e+05,77
"819","Reykjavíkurborg",124423,70
"820","Hafnarfjarðarkaupstaður",122000,79.9
"821","Reykjavíkurborg",120000,63
"822","Reykjavíkurborg",95737,71.7
"823","Mosfellsbær",115000,81.7
"824","Hafnarfjarðarkaupstaður",1e+05,170
"825","Reykjavíkurborg",125000,102
"826","Reykjavíkurborg",180000,94.1
"827","Reykjavíkurborg",125000,102
"828","Reykjavíkurborg",130995,93.3
"829","Reykjavíkurborg",95000,53.5
"830","Hafnarfjarðarkaupstaður",67609,43.6
"831","Hafnarfjarðarkaupstaður",190000,187
"832","Garðabær",95000,56.2
"833","Kópavogsbær",133280,95
"834","Kópavogsbær",126153,108
"835","Reykjavíkurborg",67609,42.1
"836","Hafnarfjarðarkaupstaður",90000,79.2
"837","Reykjavíkurborg",85000,75.3
"838","Reykjavíkurborg",90000,60
"839","Hafnarfjarðarkaupstaður",135000,86
"840","Hafnarfjarðarkaupstaður",150000,113.7
"841","Reykjavíkurborg",67001,42.4
"842","Reykjavíkurborg",1e+05,74.4
"843","Kópavogsbær",85000,40
"844","Hafnarfjarðarkaupstaður",128771,84.4
"845","Reykjavíkurborg",1e+05,49.9
"846","Hafnarfjarðarkaupstaður",125000,120
"847","Reykjavíkurborg",120000,67.1
"848","Hafnarfjarðarkaupstaður",1e+05,150
"849","Reykjavíkurborg",80000,50
"850","Kópavogsbær",90000,48.9
"851","Reykjavíkurborg",95000,50
"852","Hafnarfjarðarkaupstaður",120000,90
"853","Kópavogsbær",65000,60
"854","Reykjavíkurborg",95000,66.3
"855","Reykjavíkurborg",70000,36.4
"856","Reykjavíkurborg",130000,118.7
"857","Hafnarfjarðarkaupstaður",150000,83
"858","Reykjavíkurborg",90000,50.5
"859","Reykjavíkurborg",150000,116
"860","Reykjavíkurborg",90000,64.5
"861","Reykjavíkurborg",150000,92.9
"862","Reykjavíkurborg",147347,93
"863","Kópavogsbær",125000,108
"864","Reykjavíkurborg",80000,55.7
"865","Reykjavíkurborg",1e+05,78
"866","Kópavogsbær",125000,47.8
"867","Reykjavíkurborg",70000,36.4
"868","Mosfellsbær",95000,67
"869","Reykjavíkurborg",75000,30
"870","Reykjavíkurborg",95737,71.7
"871","Reykjavíkurborg",90000,50
"872","Hafnarfjarðarkaupstaður",105000,104.5
"873","Reykjavíkurborg",82054,67.5
"874","Hafnarfjarðarkaupstaður",130000,101.9
"875","Reykjavíkurborg",115000,69.3
"876","Hafnarfjarðarkaupstaður",122000,121.6
"877","Reykjavíkurborg",110000,78
"878","Reykjavíkurborg",130000,101
"879","Reykjavíkurborg",104000,101.7
"880","Reykjavíkurborg",95000,59.2
"881","Reykjavíkurborg",130000,55
"882","Garðabær",80000,73.5
"883","Reykjavíkurborg",80898,60
"884","Hafnarfjarðarkaupstaður",60532,57.8
"885","Reykjavíkurborg",115000,45
"886","Reykjavíkurborg",1e+05,108
"887","Reykjavíkurborg",124462,85
"888","Reykjavíkurborg",144783,65.6
"889","Reykjavíkurborg",110000,52.4
"890","Reykjavíkurborg",105000,50
"891","Reykjavíkurborg",130000,77.3
"892","Reykjavíkurborg",147086,66.2
"893","Reykjavíkurborg",129133,89.6
"894","Reykjavíkurborg",190000,164
"895","Reykjavíkurborg",71245,38.8
"896","Reykjavíkurborg",95000,57.6
"897","Reykjavíkurborg",1e+05,78.6
"898","Reykjavíkurborg",70371,51.4
"899","Reykjavíkurborg",140000,78
"900","Reykjavíkurborg",80000,56
"901","Reykjavíkurborg",140000,121.5
"902","Reykjavíkurborg",90000,56
"903","Hafnarfjarðarkaupstaður",120000,98
"904","Reykjavíkurborg",126000,79.3
"905","Reykjavíkurborg",90000,70
"906","Reykjavíkurborg",90000,80
"907","Reykjavíkurborg",75522,109.3
"908","Hafnarfjarðarkaupstaður",125000,107
"909","Reykjavíkurborg",90000,80
"910","Kópavogsbær",92000,91
"911","Reykjavíkurborg",65000,60
"912","Reykjavíkurborg",110000,88.2
"913","Mosfellsbær",130000,75
"914","Hafnarfjarðarkaupstaður",145000,119
"915","Reykjavíkurborg",1e+05,59.8
"916","Reykjavíkurborg",116000,40
"917","Reykjavíkurborg",110000,114
"918","Reykjavíkurborg",130000,84
"919","Reykjavíkurborg",130000,97.3
"920","Reykjavíkurborg",79000,45
"921","Reykjavíkurborg",110000,73
"922","Reykjavíkurborg",130000,117
"923","Kópavogsbær",160000,116.7
"924","Reykjavíkurborg",110000,65
"925","Reykjavíkurborg",150000,166
"926","Hafnarfjarðarkaupstaður",150000,234.6
"927","Reykjavíkurborg",62500,55
"928","Hafnarfjarðarkaupstaður",121729,74.8
"929","Garðabær",110000,141.1
"930","Reykjavíkurborg",135000,85.9
"931","Kópavogsbær",142000,129.9
"932","Reykjavíkurborg",80000,40
"933","Hafnarfjarðarkaupstaður",70000,42.7
"934","Kópavogsbær",85000,64
"935","Mosfellsbær",150000,176
"936","Hafnarfjarðarkaupstaður",130000,110
"937","Reykjavíkurborg",135900,64.6
"938","Kópavogsbær",140000,129
"939","Hafnarfjarðarkaupstaður",130000,97.6
"940","Reykjavíkurborg",71245,38.8
"941","Reykjavíkurborg",135000,108.3
"942","Reykjavíkurborg",110000,90
"943","Reykjavíkurborg",71245,38.8
"944","Hafnarfjarðarkaupstaður",140000,108.5
"945","Reykjavíkurborg",95000,51.6
"946","Reykjavíkurborg",90000,72
"947","Hafnarfjarðarkaupstaður",128500,75.4
"948","Kópavogsbær",110000,76
"949","Kópavogsbær",145000,165
"950","Reykjavíkurborg",135000,98.4
"951","Hafnarfjarðarkaupstaður",95000,63.8
"952","Reykjavíkurborg",85870,50.1
"953","Reykjavíkurborg",71356,60
"954","Kópavogsbær",150000,160.5
"955","Kópavogsbær",116500,79.8
"956","Hafnarfjarðarkaupstaður",87250,108.5
"957","Reykjavíkurborg",1e+05,45
"958","Hafnarfjarðarkaupstaður",130000,85
"959","Kópavogsbær",140000,103
"960","Reykjavíkurborg",86650,58.8
"961","Reykjavíkurborg",95000,91.4
"962","Reykjavíkurborg",120000,78.1
"963","Reykjavíkurborg",75000,70
"964","Mosfellsbær",70000,100
"965","Reykjavíkurborg",110000,100.4
"966","Reykjavíkurborg",120000,92
"967","Reykjavíkurborg",90000,51
"968","Reykjavíkurborg",145000,122
"969","Kópavogsbær",70000,59.8
"970","Reykjavíkurborg",65000,56.8
"971","Reykjavíkurborg",1e+05,77.6
"972","Mosfellsbær",132000,94.2
"973","Reykjavíkurborg",1e+05,160.6
"974","Reykjavíkurborg",150000,99.1
"975","Hafnarfjarðarkaupstaður",75600,85.6
"976","Reykjavíkurborg",97998,82.6
"977","Reykjavíkurborg",115000,80
"978","Reykjavíkurborg",1e+05,67
"979","Reykjavíkurborg",135000,88.7
"980","Reykjavíkurborg",65000,40
"981","Kópavogsbær",95000,80
"982","Reykjavíkurborg",95000,55
"983","Kópavogsbær",105000,54
"984","Mosfellsbær",96500,94.9
"985","Kópavogsbær",140000,122.8
"986","Reykjavíkurborg",78000,50
"987","Reykjavíkurborg",105000,72.9
"988","Reykjavíkurborg",110000,66
"989","Kópavogsbær",120000,67
"990","Reykjavíkurborg",81000,48.8
"991","Reykjavíkurborg",120000,109.3
"992","Reykjavíkurborg",170000,120
"993","Hafnarfjarðarkaupstaður",160000,124.5
"994","Mosfellsbær",85000,74.6
"995","Reykjavíkurborg",105000,74
"996","Reykjavíkurborg",180000,217.2
"997","Reykjavíkurborg",107000,84.2
"998","Reykjavíkurborg",120000,69.4
"999","Reykjavíkurborg",110000,84.8
"1000","Kópavogsbær",245000,250
"1001","Reykjavíkurborg",110000,113
"1002","Kópavogsbær",95000,44.9
"1003","Reykjavíkurborg",135000,69.5
"1004","Reykjavíkurborg",95000,70
"1005","Reykjavíkurborg",67001,42.1
"1006","Reykjavíkurborg",110000,52.9
"1007","Reykjavíkurborg",89500,68
"1008","Reykjavíkurborg",98564,68.2
"1009","Reykjavíkurborg",120000,96
"1010","Reykjavíkurborg",110000,85.5
"1011","Reykjavíkurborg",140000,98.1
"1012","Reykjavíkurborg",90000,58
"1013","Hafnarfjarðarkaupstaður",91410,83.1
"1014","Reykjavíkurborg",109282,77.2
"1015","Reykjavíkurborg",130000,128
"1016","Reykjavíkurborg",137000,122
"1017","Reykjavíkurborg",130000,78.4
"1018","Garðabær",1e+05,78.1
"1019","Garðabær",150000,96.3
"1020","Reykjavíkurborg",87330,60.6
"1021","Garðabær",150000,117
"1022","Hafnarfjarðarkaupstaður",91410,83.1
"1023","Reykjavíkurborg",1e+05,67
"1024","Hafnarfjarðarkaupstaður",110680,73.1
"1025","Reykjavíkurborg",140000,126
"1026","Reykjavíkurborg",85640,128
"1027","Reykjavíkurborg",120000,94
"1028","Hafnarfjarðarkaupstaður",98000,56.7
"1029","Kópavogsbær",175000,164
"1030","Kópavogsbær",100500,64.1
"1031","Reykjavíkurborg",120000,60
"1032","Kópavogsbær",175000,164
"1033","Kópavogsbær",130000,96.3
"1034","Reykjavíkurborg",110000,70
"1035","Reykjavíkurborg",93000,67.2
"1036","Reykjavíkurborg",95000,57.7
"1037","Kópavogsbær",110000,78
"1038","Reykjavíkurborg",75000,24.2
"1039","Hafnarfjarðarkaupstaður",95000,68.2
"1040","Reykjavíkurborg",110000,70
"1041","Reykjavíkurborg",140000,103
"1042","Reykjavíkurborg",80000,40.1
"1043","Reykjavíkurborg",95962,66.6
"1044","Hafnarfjarðarkaupstaður",94731,60.9
"1045","Reykjavíkurborg",1e+05,60
"1046","Reykjavíkurborg",90000,47
"1047","Reykjavíkurborg",110000,86.6
"1048","Reykjavíkurborg",150000,80
"1049","Reykjavíkurborg",125000,96.8
"1050","Reykjavíkurborg",137000,90
"1051","Hafnarfjarðarkaupstaður",120000,77.9
"1052","Reykjavíkurborg",2e+05,201.2
"1053","Reykjavíkurborg",85000,27.2
"1054","Reykjavíkurborg",93250,107.3
"1055","Reykjavíkurborg",130000,90
"1056","Kópavogsbær",2e+05,146.5
"1057","Reykjavíkurborg",75000,35
"1058","Reykjavíkurborg",80000,50.9
"1059","Reykjavíkurborg",115000,73.3
"1060","Kópavogsbær",88000,48.5
"1061","Reykjavíkurborg",97998,68.2
"1062","Kópavogsbær",115000,102.6
"1063","Reykjavíkurborg",110000,71.6
"1064","Reykjavíkurborg",80000,61.1
"1065","Reykjavíkurborg",130000,96
"1066","Reykjavíkurborg",69798,52
"1067","Reykjavíkurborg",65000,40
"1068","Reykjavíkurborg",110000,75
"1069","Reykjavíkurborg",95000,69.9
"1070","Reykjavíkurborg",67001,42.1
"1071","Kópavogsbær",85000,60
"1072","Hafnarfjarðarkaupstaður",90000,251.4
"1073","Reykjavíkurborg",140000,126
"1074","Reykjavíkurborg",95000,50
"1075","Reykjavíkurborg",95000,51
"1076","Reykjavíkurborg",120000,95
"1077","Reykjavíkurborg",152187,95.2
"1078","Hafnarfjarðarkaupstaður",120000,90
"1079","Reykjavíkurborg",130000,84.4
"1080","Reykjavíkurborg",70000,57.6
"1081","Reykjavíkurborg",105000,61
"1082","Reykjavíkurborg",135000,78
"1083","Reykjavíkurborg",74439,45.6
"1084","Reykjavíkurborg",130000,71.8
"1085","Reykjavíkurborg",125000,52
"1086","Reykjavíkurborg",115000,63.5
"1087","Reykjavíkurborg",84000,91.7
"1088","Reykjavíkurborg",102967,76.2
"1089","Reykjavíkurborg",65000,36
"1090","Reykjavíkurborg",1e+05,205
"1091","Reykjavíkurborg",80000,86.2
"1092","Reykjavíkurborg",80000,25
"1093","Reykjavíkurborg",68000,35
"1094","Reykjavíkurborg",90000,63.5
"1095","Reykjavíkurborg",86650,64.2
"1096","Reykjavíkurborg",110000,62.4
"1097","Reykjavíkurborg",130000,89.2
"1098","Reykjavíkurborg",135000,80
"1099","Hafnarfjarðarkaupstaður",1e+05,84.1
"1100","Reykjavíkurborg",80000,84.9
"1101","Hafnarfjarðarkaupstaður",145000,114.1
"1102","Reykjavíkurborg",85000,78.2
"1103","Hafnarfjarðarkaupstaður",145000,108
"1104","Reykjavíkurborg",120000,112.4
"1105","Reykjavíkurborg",110000,73
"1106","Reykjavíkurborg",85000,75
"1107","Reykjavíkurborg",67794,55.8
"1108","Kópavogsbær",120000,90
"1109","Kópavogsbær",125000,97.4
"1110","Reykjavíkurborg",125000,111
"1111","Kópavogsbær",75000,35
"1112","Reykjavíkurborg",155000,117
"1113","Reykjavíkurborg",96540,58.7
"1114","Hafnarfjarðarkaupstaður",70000,45
"1115","Reykjavíkurborg",85000,76.9
"1116","Reykjavíkurborg",140000,53.9
"1117","Garðabær",165000,136
"1118","Reykjavíkurborg",1e+05,58.1
"1119","Hafnarfjarðarkaupstaður",110000,76.9
"1120","Kópavogsbær",140000,116
"1121","Kópavogsbær",145000,130
"1122","Kópavogsbær",65000,44.4
"1123","Kópavogsbær",130000,113.4
"1124","Kópavogsbær",125000,86.9
"1125","Kópavogsbær",130000,97.3
"1126","Mosfellsbær",95000,64
"1127","Hafnarfjarðarkaupstaður",143000,115.5
"1128","Kópavogsbær",165000,182.7
"1129","Hafnarfjarðarkaupstaður",140000,111
"1130","Hafnarfjarðarkaupstaður",70000,50
"1131","Reykjavíkurborg",120000,76.8
"1132","Mosfellsbær",140000,90
"1133","Reykjavíkurborg",87018,60
"1134","Reykjavíkurborg",120084,82.8
"1135","Reykjavíkurborg",120000,119
"1136","Reykjavíkurborg",105000,56
"1137","Reykjavíkurborg",90000,86
"1138","Reykjavíkurborg",98711,55
"1139","Hafnarfjarðarkaupstaður",110000,85
"1140","Reykjavíkurborg",75000,45
"1141","Kópavogsbær",165000,182.7
"1142","Hafnarfjarðarkaupstaður",1e+05,63
"1143","Reykjavíkurborg",130000,75
"1144","Reykjavíkurborg",1e+05,94
"1145","Reykjavíkurborg",125000,197.2
"1146","Reykjavíkurborg",80000,71.6
"1147","Reykjavíkurborg",120000,92
"1148","Reykjavíkurborg",71923,38.8
"1149","Hafnarfjarðarkaupstaður",137000,116.6
"1150","Hafnarfjarðarkaupstaður",110000,79.9
"1151","Reykjavíkurborg",80000,55
"1152","Hafnarfjarðarkaupstaður",132000,104
"1153","Reykjavíkurborg",1e+05,66.7
"1154","Hafnarfjarðarkaupstaður",67001,42.1
"1155","Reykjavíkurborg",95000,88.6
"1156","Hafnarfjarðarkaupstaður",86366,55.8
"1157","Kópavogsbær",83000,36.6
"1158","Reykjavíkurborg",230000,250
"1159","Reykjavíkurborg",130000,89
"1160","Reykjavíkurborg",1e+05,55.9
"1161","Reykjavíkurborg",140000,72
"1162","Hafnarfjarðarkaupstaður",150000,132.8
"1163","Hafnarfjarðarkaupstaður",125000,98.5
"1164","Reykjavíkurborg",120000,79.8
"1165","Reykjavíkurborg",115000,97.4
"1166","Reykjavíkurborg",95737,71.7
"1167","Reykjavíkurborg",85000,60
"1168","Reykjavíkurborg",180000,160
"1169","Reykjavíkurborg",120000,65.4
"1170","Reykjavíkurborg",80000,93.9
"1171","Reykjavíkurborg",99000,56
"1172","Reykjavíkurborg",90000,82
"1173","Reykjavíkurborg",67001,43.7
"1174","Reykjavíkurborg",80000,65
"1175","Reykjavíkurborg",1e+05,77.2
"1176","Reykjavíkurborg",1e+05,40
"1177","Reykjavíkurborg",140000,103
"1178","Hafnarfjarðarkaupstaður",126000,97.2
"1179","Reykjavíkurborg",115000,65
"1180","Reykjavíkurborg",95000,88.6
"1181","Hafnarfjarðarkaupstaður",111680,68.8
"1182","Kópavogsbær",130000,97
"1183","Hafnarfjarðarkaupstaður",93000,80
"1184","Reykjavíkurborg",65000,100
"1185","Reykjavíkurborg",110000,100
"1186","Hafnarfjarðarkaupstaður",110000,92
"1187","Hafnarfjarðarkaupstaður",91266,65
"1188","Reykjavíkurborg",110000,66.9
"1189","Kópavogsbær",120000,75
"1190","Reykjavíkurborg",130000,83
"1191","Reykjavíkurborg",95000,56.5
"1192","Reykjavíkurborg",103000,74
"1193","Reykjavíkurborg",110000,59.5
"1194","Reykjavíkurborg",65000,65
"1195","Reykjavíkurborg",105000,60
"1196","Kópavogsbær",160000,144.3
"1197","Reykjavíkurborg",92180,89
"1198","Reykjavíkurborg",1e+05,97
"1199","Reykjavíkurborg",1e+05,62.4
"1200","Reykjavíkurborg",86886,59.9
"1201","Reykjavíkurborg",90000,45
"1202","Hafnarfjarðarkaupstaður",75000,47
"1203","Reykjavíkurborg",130000,79
"1204","Reykjavíkurborg",90000,75
"1205","Kópavogsbær",85000,51
"1206","Hafnarfjarðarkaupstaður",105000,90
"1207","Reykjavíkurborg",126852,79
"1208","Reykjavíkurborg",80000,63
"1209","Reykjavíkurborg",90000,55.6
"1210","Reykjavíkurborg",65000,30
"1211","Reykjavíkurborg",92180,88.5
"1212","Kópavogsbær",2e+05,235
"1213","Kópavogsbær",90000,50
"1214","Kópavogsbær",140000,99
"1215","Reykjavíkurborg",155000,107
"1216","Kópavogsbær",120000,79.4
"1217","Reykjavíkurborg",70000,61
"1218","Reykjavíkurborg",120000,84
"1219","Reykjavíkurborg",125000,70
"1220","Reykjavíkurborg",185000,140
"1221","Reykjavíkurborg",115000,83
"1222","Hafnarfjarðarkaupstaður",130000,114.3
"1223","Reykjavíkurborg",81891,60
"1224","Hafnarfjarðarkaupstaður",140000,103
"1225","Reykjavíkurborg",115000,71.4
